,Time,Source,Destination,Protocol,Length,Info,Label
1,0,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=0, ID=0000)",attack
2,0.005072,10.0.0.10,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=0, ID=0000)",attack
3,0.014016,10.0.0.9,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=0, ID=0000)",attack
4,0.023552,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=0, ID=0000)",attack
5,0.038144,10.0.0.3,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=96, ID=0000)",attack
6,0.047232,10.0.0.14,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=96, ID=0000)",attack
7,0.056256,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=384, ID=0000)",attack
8,0.069888,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=384, ID=0000)",attack
9,0.080064,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=480, ID=0000)",attack
10,0.089888,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=288, ID=0000)",attack
11,0.094944,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=384, ID=0000)",attack
12,0.109088,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=288, ID=0000)",attack
13,0.123664,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=480, ID=0000)",attack
14,0.132464,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=672, ID=0000)",attack
15,0.165056,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=576, ID=0000)",attack
16,0.187808,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1056, ID=0000)",attack
17,0.19336,10.0.0.9,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=576, ID=0000)",attack
18,0.216592,10.0.0.3,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=480, ID=0000)",attack
19,0.226128,10.0.0.8,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1152, ID=0000)",attack
20,0.231216,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1440, ID=0000)",attack
21,0.240496,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1344, ID=0000)",attack
22,0.250032,10.0.0.10,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=864, ID=0000)",attack
23,0.25584,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=864, ID=0000)",attack
24,0.264864,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=864, ID=0000)",attack
25,0.278384,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1536, ID=0000)",attack
26,0.283504,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=960, ID=0000)",attack
27,0.292416,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1344, ID=0000)",attack
28,0.297536,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1728, ID=0000)",attack
29,0.30656,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1152, ID=0000)",attack
30,0.31672,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1248, ID=0000)",attack
31,0.344528,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1344, ID=0000)",attack
32,0.353664,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1248, ID=0000)",attack
33,0.394656,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1536, ID=0000)",attack
34,0.399648,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0000)",attack
35,0.404768,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1632, ID=0000)",attack
36,0.410048,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2016, ID=0000)",attack
37,0.41904,10.0.0.2,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1344, ID=0000)",attack
38,0.42808,10.0.0.10,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1440, ID=0000)",attack
39,0.437824,10.0.0.19,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1536, ID=0000)",attack
40,0.446928,10.0.0.13,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0000)",attack
41,0.452064,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2112, ID=0000)",attack
42,0.456993,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2016, ID=0000)",attack
43,0.462048,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2208, ID=0000)",attack
44,0.47632,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2592, ID=0000)",attack
45,0.486592,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2304, ID=0000)",attack
46,0.506352,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2400, ID=0000)",attack
47,0.511504,10.0.0.19,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0000)",attack
48,0.518737,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1728, ID=0000)",attack
49,0.525392,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2496, ID=0000)",attack
50,0.534368,10.0.0.14,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2016, ID=0000)",attack
51,0.544032,10.0.0.14,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2112, ID=0000)",attack
52,0.550609,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1920, ID=0000)",attack
53,0.556945,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2016, ID=0000)",attack
54,0.565856,10.0.0.3,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0000)",attack
55,0.584352,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2784, ID=0000)",attack
56,0.59328,10.0.0.2,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1920, ID=0000)",attack
57,0.607537,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2112, ID=0000)",attack
58,0.616624,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2496, ID=0000)",attack
59,0.622016,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3072, ID=0000)",attack
60,0.631025,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2208, ID=0000)",attack
61,0.641009,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2688, ID=0000)",attack
62,0.66888,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3456, ID=0000)",attack
63,0.679025,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2688, ID=0000)",attack
64,0.683968,10.0.0.9,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2496, ID=0000)",attack
65,0.689426,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2400, ID=0000)",attack
66,0.703553,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2880, ID=0000)",attack
67,0.712544,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3072, ID=0000)",attack
68,0.726097,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0000)",attack
69,0.735088,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3552, ID=0000)",attack
70,0.744208,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3360, ID=0000)",attack
71,0.758144,10.0.0.8,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3648, ID=0000)",attack
72,0.767952,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2880, ID=0000)",attack
73,0.772944,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3552, ID=0000)",attack
74,0.777904,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2880, ID=0000)",attack
75,0.788496,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3648, ID=0000)",attack
76,0.7964,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3648, ID=0000)",attack
77,0.802208,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2976, ID=0000)",attack
78,0.808864,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3072, ID=0000)",attack
79,0.813872,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3744, ID=0000)",attack
80,0.818848,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3168, ID=0000)",attack
81,0.823792,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3072, ID=0000)",attack
82,0.83304,10.0.0.13,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3360, ID=0000)",attack
83,0.84773,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3264, ID=0000)",attack
84,0.861472,10.0.0.14,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3456, ID=0000)",attack
85,0.866689,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=192, ID=0002)",attack
86,0.880544,10.0.0.2,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3264, ID=0000)",attack
87,0.885409,10.0.0.8,10.0.0.1,IPv4,92,"Fragmented IP protocol (proto=UDP 17, off=4032, ID=0000)",attack
88,0.895218,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3456, ID=0000)",attack
89,0.909136,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=192, ID=0002)",attack
90,0.918209,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3936, ID=0000)",attack
91,0.927361,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0000)",attack
92,0.936449,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=0, ID=0002)",attack
93,0.950433,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=480, ID=0002)",attack
94,0.960128,10.0.0.13,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0000)",attack
95,0.965072,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3648, ID=0000)",attack
96,0.983505,10.0.0.7,10.0.0.1,IPv4,92,"Fragmented IP protocol (proto=UDP 17, off=4032, ID=0000)",attack
97,0.990658,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0000)",attack
98,0.999633,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=0, ID=0002)",attack
99,1.004784,10.0.0.2,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0000)",attack
100,1.014865,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=96, ID=0002)",attack
101,1.02408,10.0.0.19,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0000)",attack
102,1.029202,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3936, ID=0000)",attack
103,1.03824,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=288, ID=0002)",attack
104,1.046448,10.0.0.18,10.0.0.1,IPv4,92,"Fragmented IP protocol (proto=UDP 17, off=4032, ID=0000)",attack
105,1.063904,10.0.0.21,10.0.0.1,TCP,44,1025  >  1000 [SYN] Seq=0 Win=7504 Len=0 MSS=536,No attack
106,1.069587,10.0.0.15,10.0.0.1,TCP,44,1025  >  1000 [SYN] Seq=0 Win=7504 Len=0 MSS=536,No attack
107,1.074593,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=576, ID=0002)",attack
108,1.083569,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=192, ID=0002)",attack
109,1.091347,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=0, ID=0002)",attack
110,1.096403,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=96, ID=0002)",attack
111,1.105937,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=384, ID=0002)",attack
112,1.120576,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=576, ID=0002)",attack
113,1.126193,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=768, ID=0002)",attack
114,1.135664,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1152, ID=0002)",attack
115,1.141009,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=576, ID=0002)",attack
116,1.150547,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=384, ID=0002)",attack
117,1.155504,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1248, ID=0002)",attack
118,1.170001,10.0.0.8,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1056, ID=0002)",attack
119,1.175073,10.0.0.13,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=576, ID=0002)",attack
120,1.180144,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1344, ID=0002)",attack
121,1.189585,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=864, ID=0002)",attack
122,1.199716,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=672, ID=0002)",attack
123,1.204772,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=768, ID=0002)",attack
124,1.214609,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=672, ID=0002)",attack
125,1.223872,10.0.0.19,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=480, ID=0002)",attack
126,1.247569,10.0.0.8,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1440, ID=0002)",attack
127,1.265616,10.0.0.3,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=864, ID=0002)",attack
128,1.274608,10.0.0.18,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=864, ID=0002)",attack
129,1.284225,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=960, ID=0002)",attack
130,1.289248,10.0.0.3,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=960, ID=0002)",attack
131,1.294705,10.0.0.10,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=384, ID=0002)",attack
132,1.309714,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1536, ID=0002)",attack
133,1.314833,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1536, ID=0002)",attack
134,1.319761,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1056, ID=0002)",attack
135,1.324833,10.0.0.13,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1056, ID=0002)",attack
136,1.329825,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1728, ID=0002)",attack
137,1.344513,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0002)",attack
138,1.353729,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1152, ID=0002)",attack
139,1.362545,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1632, ID=0002)",attack
140,1.372817,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1248, ID=0002)",attack
141,1.377778,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1728, ID=0002)",attack
142,1.382834,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0002)",attack
143,1.387873,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1344, ID=0002)",attack
144,1.393058,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0002)",attack
145,1.407778,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1344, ID=0002)",attack
146,1.417584,10.0.0.9,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1248, ID=0002)",attack
147,1.422625,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1536, ID=0002)",attack
148,1.432308,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1920, ID=0002)",attack
149,1.438005,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2016, ID=0002)",attack
150,1.444529,10.0.0.8,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2208, ID=0002)",attack
151,1.451506,10.0.0.8,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2304, ID=0002)",attack
152,1.458485,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2112, ID=0002)",attack
153,1.467329,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2208, ID=0002)",attack
154,1.486113,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2496, ID=0002)",attack
155,1.500338,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2400, ID=0002)",attack
156,1.510017,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3072, ID=0002)",attack
157,1.519569,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2496, ID=0002)",attack
158,1.524513,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=1824, ID=0002)",attack
159,1.534514,10.0.0.13,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2016, ID=0002)",attack
160,1.544546,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2688, ID=0002)",attack
161,1.554178,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2400, ID=0002)",attack
162,1.568608,10.0.0.18,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2304, ID=0002)",attack
163,1.577713,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2688, ID=0002)",attack
164,1.591555,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2688, ID=0002)",attack
165,1.596545,10.0.0.14,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2400, ID=0002)",attack
166,1.605745,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2208, ID=0002)",attack
167,1.610801,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2304, ID=0002)",attack
168,1.619969,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2880, ID=0002)",attack
169,1.625093,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2592, ID=0002)",attack
170,1.634066,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2496, ID=0002)",attack
171,1.643169,10.0.0.3,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2400, ID=0002)",attack
172,1.652754,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2496, ID=0002)",attack
173,1.657857,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3168, ID=0002)",attack
174,1.666769,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3744, ID=0002)",attack
175,1.67189,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2688, ID=0002)",attack
176,1.690192,10.0.0.9,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2208, ID=0002)",attack
177,1.700065,10.0.0.16,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3936, ID=0002)",attack
178,1.708693,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2976, ID=0002)",attack
179,1.715009,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3552, ID=0002)",attack
180,1.720225,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3264, ID=0002)",attack
181,1.729713,10.0.0.6,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3264, ID=0002)",attack
182,1.738592,10.0.0.9,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=2400, ID=0002)",attack
183,1.766929,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3744, ID=0002)",attack
184,1.771985,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0002)",attack
185,1.780901,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3360, ID=0002)",attack
186,1.790531,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3168, ID=0002)",attack
187,1.795553,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3552, ID=0002)",attack
188,1.800674,10.0.0.12,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3168, ID=0002)",attack
189,1.80581,10.0.0.21,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3264, ID=0002)",attack
190,1.824755,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3744, ID=0002)",attack
191,1.83848,10.0.0.18,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3168, ID=0002)",attack
192,1.847334,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3744, ID=0002)",attack
193,1.852273,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0002)",attack
194,1.857616,10.0.0.19,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3072, ID=0002)",attack
195,1.862563,10.0.0.17,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3552, ID=0002)",attack
196,1.868134,10.0.0.15,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3840, ID=0002)",attack
197,1.878338,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=96, ID=0003)",attack
198,1.891617,10.0.0.9,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3168, ID=0002)",attack
199,1.901345,10.0.0.14,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3648, ID=0002)",attack
200,1.910242,10.0.0.5,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=96, ID=0003)",attack
201,1.919235,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=96, ID=0003)",attack
202,1.933553,10.0.0.19,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3360, ID=0002)",attack
203,1.938563,10.0.0.20,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=192, ID=0003)",attack
204,1.946626,10.0.0.7,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=384, ID=0003)",attack
205,1.951633,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=480, ID=0003)",attack
206,1.957329,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=576, ID=0003)",attack
207,1.962385,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=672, ID=0003)",attack
208,1.968401,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=768, ID=0003)",attack
209,1.974737,10.0.0.11,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=864, ID=0003)",attack
210,1.979681,10.0.0.3,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=3648, ID=0002)",attack
211,1.984834,10.0.0.4,10.0.0.1,IPv4,116,"Fragmented IP protocol (proto=UDP 17, off=288, ID=0003)",attack
212,1.989314,10.0.0.13,10.0.0.1,IPv4,92,"Fragmented IP protocol (proto=UDP 17, off=4032, ID=0002)",attack
